,HTRK_VEN01_COM01_P,HTRK_VEN01_EM01_P
2025-05-02 16:00:00+00:00,-1.2613338131,3.1848614929
2025-05-02 16:15:00+00:00,-0.8779519331000001,3.0998900678
2025-05-02 16:30:00+00:00,0.0,2.9439118109
2025-05-02 16:45:00+00:00,0.0,2.9878477902
2025-05-02 17:00:00+00:00,0.0,2.9689643939
2025-05-02 17:15:00+00:00,0.0,2.9079706727
2025-05-02 17:30:00+00:00,0.0,2.9231664562
2025-05-02 17:45:00+00:00,-0.7129310345000001,3.0919202518
2025-05-02 18:00:00+00:00,0.0,0.12068965520000001
2025-05-02 18:15:00+00:00,0.0,0.015
2025-05-02 18:30:00+00:00,0.0,0.025862069
2025-05-02 18:45:00+00:00,0.0,0.0950228571
2025-05-02 19:00:00+00:00,0.0,0.1048275862
2025-05-02 19:15:00+00:00,0.0,0.105
2025-05-02 19:30:00+00:00,0.0,0.105
2025-05-02 19:45:00+00:00,0.0,0.1048275862
2025-05-02 20:00:00+00:00,0.0,0.105
2025-05-02 20:15:00+00:00,0.0,0.105
2025-05-02 20:30:00+00:00,0.0,0.105
2025-05-02 20:45:00+00:00,0.0,0.1048275862
2025-05-02 21:00:00+00:00,0.0,0.105
2025-05-02 21:15:00+00:00,0.0,0.1051724138
2025-05-02 21:30:00+00:00,0.0,0.105
2025-05-02 21:45:00+00:00,0.0,0.1048275862
2025-05-02 22:00:00+00:00,0.0,0.105
2025-05-02 22:15:00+00:00,0.0,0.105
2025-05-02 22:30:00+00:00,0.0,0.1048275862
2025-05-02 22:45:00+00:00,0.0,0.105
2025-05-02 23:00:00+00:00,0.0,0.1051724138
2025-05-02 23:15:00+00:00,0.0,0.105
2025-05-02 23:30:00+00:00,0.0,0.1048275862
2025-05-02 23:45:00+00:00,0.0,0.105
2025-05-03 00:00:00+00:00,0.0,0.105
2025-05-03 00:15:00+00:00,0.0,0.105
2025-05-03 00:30:00+00:00,0.0,0.1048275862
2025-05-03 00:45:00+00:00,0.0,0.105
2025-05-03 01:00:00+00:00,0.0,0.105
2025-05-03 01:15:00+00:00,0.0,0.105
2025-05-03 01:30:00+00:00,0.0,0.1083333333
2025-05-03 01:45:00+00:00,0.0,0.105
2025-05-03 02:00:00+00:00,0.0,0.105
2025-05-03 02:15:00+00:00,0.0,0.1048275862
2025-05-03 02:30:00+00:00,0.0,0.105
2025-05-03 02:45:00+00:00,0.0,0.105
2025-05-03 03:00:00+00:00,0.0,0.1048275862
2025-05-03 03:15:00+00:00,0.0,0.105
2025-05-03 03:30:00+00:00,0.0,0.105
2025-05-03 03:45:00+00:00,0.0,0.1051724138
2025-05-03 04:00:00+00:00,0.0,0.1048275862
2025-05-03 04:15:00+00:00,0.0,0.105
2025-05-03 04:30:00+00:00,0.0,0.105
2025-05-03 04:45:00+00:00,0.0,0.1048275862
2025-05-03 05:00:00+00:00,0.0,0.105
2025-05-03 05:15:00+00:00,0.0,0.105
2025-05-03 05:30:00+00:00,0.0,0.105
2025-05-03 05:45:00+00:00,0.0,0.1048275862
2025-05-03 06:00:00+00:00,0.0,0.1051724138
