,HTRK_VEN01_COM01_P,HTRK_VEN01_MVK01_P
2025-05-01 15:00:00+00:00,-35.55545019,35.48539
2025-05-01 15:15:00+00:00,-18.73269841,11.02281575
2025-05-01 15:30:00+00:00,-12.6077655,1.29774537
2025-05-01 15:45:00+00:00,-14.56985377,8.077953108
2025-05-01 16:00:00+00:00,-12.30292541,10.57086701
2025-05-01 16:15:00+00:00,-10.7697031,17.23064351
2025-05-01 16:30:00+00:00,-12.28144845,24.27647487
2025-05-01 16:45:00+00:00,-13.15541855,24.6376682
2025-05-01 17:00:00+00:00,-10.98055556,14.24968563
2025-05-01 17:15:00+00:00,-3.298962532,2.079511175
2025-05-01 17:30:00+00:00,-2.224992591,0.690026042
2025-05-01 17:45:00+00:00,-1.882526709,0.772122396
2025-05-01 18:00:00+00:00,0,0.252
2025-05-01 18:15:00+00:00,0,0.253125
2025-05-01 18:30:00+00:00,0,0.253125
2025-05-01 18:45:00+00:00,0,0.253125
2025-05-01 19:00:00+00:00,0,0.252
2025-05-01 19:15:00+00:00,0,0.253125
2025-05-01 19:30:00+00:00,0,0.253125
2025-05-01 19:45:00+00:00,0,0.252
2025-05-01 20:00:00+00:00,0,0.253125
2025-05-01 20:15:00+00:00,0,0.253125
2025-05-01 20:30:00+00:00,0,0.253125
2025-05-01 20:45:00+00:00,0,0.252
2025-05-01 21:00:00+00:00,0,0.253125
2025-05-01 21:15:00+00:00,0,0.253125
2025-05-01 21:30:00+00:00,0,0.253125
2025-05-01 21:45:00+00:00,0,0.252
2025-05-01 22:00:00+00:00,0,0.253125
2025-05-01 22:15:00+00:00,0,0.253125
2025-05-01 22:30:00+00:00,0,0.252
2025-05-01 22:45:00+00:00,0,0.253125
2025-05-01 23:00:00+00:00,0,0.253125
2025-05-01 23:15:00+00:00,0,0.253125
2025-05-01 23:30:00+00:00,0,0.252
2025-05-01 23:45:00+00:00,0,0.253125
2025-05-02 00:00:00+00:00,0,0.253125
2025-05-02 00:15:00+00:00,0,0.252
2025-05-02 00:30:00+00:00,0,0.253125
2025-05-02 00:45:00+00:00,0,0.253125
2025-05-02 01:00:00+00:00,0,0.253125
2025-05-02 01:15:00+00:00,0,0.252
2025-05-02 01:30:00+00:00,0,0.253125
2025-05-02 01:45:00+00:00,0,0.253125
2025-05-02 02:00:00+00:00,0,0.253125
2025-05-02 02:15:00+00:00,0,0.252
2025-05-02 02:30:00+00:00,0,0.253125
2025-05-02 02:45:00+00:00,0,0.253125
2025-05-02 03:00:00+00:00,0,0.252
2025-05-02 03:15:00+00:00,-0.033333333,0.253125
2025-05-02 03:30:00+00:00,-0.402407407,0.394375
2025-05-02 03:45:00+00:00,0,0.233333333
2025-05-02 04:00:00+00:00,0,0.233333333
2025-05-02 04:15:00+00:00,0,0.234375
2025-05-02 04:30:00+00:00,0,0.234375
2025-05-02 04:45:00+00:00,0,0.233333333
2025-05-02 05:00:00+00:00,0,0.234375
2025-05-02 05:15:00+00:00,0,0.234375
2025-05-02 05:30:00+00:00,0,0.234375
2025-05-02 05:45:00+00:00,0,0.233333333
2025-05-02 06:00:00+00:00,0,0.234375
2025-05-02 06:15:00+00:00,0,0.234375
2025-05-02 06:30:00+00:00,0,0.233333333
2025-05-02 06:45:00+00:00,0,0.234375
2025-05-02 07:00:00+00:00,0,0.234375
2025-05-02 07:15:00+00:00,-0.133333333,0.234375
2025-05-02 07:30:00+00:00,-2.23073912,0.832469351
2025-05-02 07:45:00+00:00,-2.931034483,4.234334994
2025-05-02 08:00:00+00:00,-5.5994709,8.635462145
2025-05-02 08:15:00+00:00,-6.951621701,5.930209485
2025-05-02 08:30:00+00:00,-0.620689655,0.289333333
2025-05-02 08:45:00+00:00,0,0.290625
2025-05-02 09:00:00+00:00,0,0.18625
2025-05-02 09:15:00+00:00,0,0.149333333
2025-05-02 09:30:00+00:00,0,0.15
2025-05-02 09:45:00+00:00,0,0.15
2025-05-02 10:00:00+00:00,0,0.149333333
2025-05-02 10:15:00+00:00,0,0.15
2025-05-02 10:30:00+00:00,0,0.15
2025-05-02 10:45:00+00:00,0,0.15
2025-05-02 11:00:00+00:00,0,0.149333333
2025-05-02 11:15:00+00:00,0,0.15
2025-05-02 11:30:00+00:00,0,0.15
2025-05-02 11:45:00+00:00,0,0.149333333
2025-05-02 12:00:00+00:00,0,0.15
2025-05-02 12:15:00+00:00,0,0.15
2025-05-02 12:30:00+00:00,0,0.15
2025-05-02 12:45:00+00:00,0,0.149333333
2025-05-02 13:00:00+00:00,0,0.15
2025-05-02 13:15:00+00:00,0,0.15
2025-05-02 13:30:00+00:00,0,0.149333333
2025-05-02 13:45:00+00:00,0,0.15
2025-05-02 14:00:00+00:00,0,0.15
2025-05-02 14:15:00+00:00,0,0.15
2025-05-02 14:30:00+00:00,0,0.149333333
2025-05-02 14:45:00+00:00,0,0.15
2025-05-02 15:00:00+00:00,0,0.15
2025-05-02 15:15:00+00:00,0,0.15
2025-05-02 15:30:00+00:00,0,0.149333333
2025-05-02 15:45:00+00:00,0,0.15
2025-05-02 16:00:00+00:00,-1.261333813,0.15
2025-05-02 16:15:00+00:00,-0.877951933,0.149333333
2025-05-02 16:30:00+00:00,0,0.15
2025-05-02 16:45:00+00:00,0,0.15
2025-05-02 17:00:00+00:00,0,0.15
2025-05-02 17:15:00+00:00,0,0.149333333
2025-05-02 17:30:00+00:00,0,0.15
2025-05-02 17:45:00+00:00,-0.712931035,0.15
2025-05-02 18:00:00+00:00,0,0.149333333
2025-05-02 18:15:00+00:00,0,0.15
2025-05-02 18:30:00+00:00,0,0.15
2025-05-02 18:45:00+00:00,0,0.15
2025-05-02 19:00:00+00:00,0,0.149333333
2025-05-02 19:15:00+00:00,0,0.15
2025-05-02 19:30:00+00:00,0,0.15
2025-05-02 19:45:00+00:00,0,0.149333333
2025-05-02 20:00:00+00:00,0,0.15
2025-05-02 20:15:00+00:00,0,0.15
2025-05-02 20:30:00+00:00,0,0.15
2025-05-02 20:45:00+00:00,0,0.149333333
2025-05-02 21:00:00+00:00,0,0.15
2025-05-02 21:15:00+00:00,0,0.15
2025-05-02 21:30:00+00:00,0,0.15
2025-05-02 21:45:00+00:00,0,0.149333333
2025-05-02 22:00:00+00:00,0,0.15
2025-05-02 22:15:00+00:00,0,0.15
2025-05-02 22:30:00+00:00,0,0.149333333
2025-05-02 22:45:00+00:00,0,0.15
2025-05-02 23:00:00+00:00,0,0.15
2025-05-02 23:15:00+00:00,0,0.15
2025-05-02 23:30:00+00:00,0,0.149333333
2025-05-02 23:45:00+00:00,0,0.15
2025-05-03 00:00:00+00:00,0,0.15
2025-05-03 00:15:00+00:00,0,0.15
2025-05-03 00:30:00+00:00,0,0.149333333
2025-05-03 00:45:00+00:00,0,0.15
2025-05-03 01:00:00+00:00,0,0.15
2025-05-03 01:15:00+00:00,0,0.149333333
2025-05-03 01:30:00+00:00,0,0.15
2025-05-03 01:45:00+00:00,0,0.15
2025-05-03 02:00:00+00:00,0,0.15
2025-05-03 02:15:00+00:00,0,0.149333333
2025-05-03 02:30:00+00:00,0,0.15
2025-05-03 02:45:00+00:00,0,0.15
2025-05-03 03:00:00+00:00,0,0.149333333
2025-05-03 03:15:00+00:00,0,0.15
2025-05-03 03:30:00+00:00,0,0.15
2025-05-03 03:45:00+00:00,0,0.15
2025-05-03 04:00:00+00:00,0,0.149333333
2025-05-03 04:15:00+00:00,0,0.15
2025-05-03 04:30:00+00:00,0,0.15
2025-05-03 04:45:00+00:00,0,0.149333333
2025-05-03 05:00:00+00:00,0,0.15
2025-05-03 05:15:00+00:00,0,0.15
2025-05-03 05:30:00+00:00,0,0.15
2025-05-03 05:45:00+00:00,0,0.149333333
2025-05-03 06:00:00+00:00,0,0.15
2025-05-03 06:15:00+00:00,0,0.15
2025-05-03 06:30:00+00:00,0,0.15
2025-05-03 06:45:00+00:00,0,0.149333333
2025-05-03 07:00:00+00:00,0,0.15
2025-05-03 07:15:00+00:00,0,0.15
2025-05-03 07:30:00+00:00,0,0.149333333
2025-05-03 07:45:00+00:00,0,0.15
2025-05-03 08:00:00+00:00,0,0.15
2025-05-03 08:15:00+00:00,0,0.15
2025-05-03 08:30:00+00:00,0,0.149333333
2025-05-03 08:45:00+00:00,0,0.15
2025-05-03 09:00:00+00:00,0,0.15
2025-05-03 09:15:00+00:00,0,0.15
2025-05-03 09:30:00+00:00,0,0.149333333
2025-05-03 09:45:00+00:00,0,0.15
2025-05-03 10:00:00+00:00,0,0.15
2025-05-03 10:15:00+00:00,0,0.149333333
2025-05-03 10:30:00+00:00,0,0.15
2025-05-03 10:45:00+00:00,0,0.15
2025-05-03 11:00:00+00:00,0,0.15
2025-05-03 11:15:00+00:00,0,0.149333333
2025-05-03 11:30:00+00:00,0,0.15
2025-05-03 11:45:00+00:00,0,0.15
2025-05-03 12:00:00+00:00,0,0.15
2025-05-03 12:15:00+00:00,0,0.149333333
2025-05-03 12:30:00+00:00,0,0.15
2025-05-03 12:45:00+00:00,0,0.146666667
2025-05-03 13:00:00+00:00,0,0.149333333
2025-05-03 13:15:00+00:00,0,0.15
2025-05-03 13:30:00+00:00,0,0.15
2025-05-03 13:45:00+00:00,0,0.15
2025-05-03 14:00:00+00:00,0,0.149333333
2025-05-03 14:15:00+00:00,0,0.15
2025-05-03 14:30:00+00:00,0,0.15
2025-05-03 14:45:00+00:00,0,0.15
2025-05-03 15:00:00+00:00,0,0.149333333
2025-05-03 15:15:00+00:00,0,0.15
2025-05-03 15:30:00+00:00,0,0.15
2025-05-03 15:45:00+00:00,0,0.149333333
2025-05-03 16:00:00+00:00,0,0.15
2025-05-03 16:15:00+00:00,0,0.15
2025-05-03 16:30:00+00:00,0,0.15
2025-05-03 16:45:00+00:00,0,0.149333333
2025-05-03 17:00:00+00:00,0,0.15
2025-05-03 17:15:00+00:00,0,0.15
2025-05-03 17:30:00+00:00,0,0.149333333
2025-05-03 17:45:00+00:00,0,0.149333333
2025-05-03 18:00:00+00:00,0,0.15
2025-05-03 18:15:00+00:00,0,0.15
2025-05-03 18:30:00+00:00,0,0.149333333
2025-05-03 18:45:00+00:00,0,0.15
2025-05-03 19:00:00+00:00,0,0.15
2025-05-03 19:15:00+00:00,0,0.15
2025-05-03 19:30:00+00:00,0,0.149333333
2025-05-03 19:45:00+00:00,0,0.15
2025-05-03 20:00:00+00:00,0,0.15
2025-05-03 20:15:00+00:00,0,0.149333333
2025-05-03 20:30:00+00:00,0,0.15
2025-05-03 20:45:00+00:00,0,0.15
2025-05-03 21:00:00+00:00,0,0.15
2025-05-03 21:15:00+00:00,0,0.149333333
2025-05-03 21:30:00+00:00,0,0.15
2025-05-03 21:45:00+00:00,0,0.15
2025-05-03 22:00:00+00:00,0,0.15
2025-05-03 22:15:00+00:00,0,0.149333333
2025-05-03 22:30:00+00:00,0,0.15
2025-05-03 22:45:00+00:00,0,0.15
2025-05-03 23:00:00+00:00,0,0.149333333
2025-05-03 23:15:00+00:00,0,0.15
2025-05-03 23:30:00+00:00,0,0.15
2025-05-03 23:45:00+00:00,0,0.15
2025-05-04 00:00:00+00:00,0,0.149333333
2025-05-04 00:15:00+00:00,0,0.15
2025-05-04 00:30:00+00:00,0,0.15
2025-05-04 00:45:00+00:00,0,0.15
2025-05-04 01:00:00+00:00,0,0.149333333
2025-05-04 01:15:00+00:00,0,0.15
2025-05-04 01:30:00+00:00,0,0.15
2025-05-04 01:45:00+00:00,0,0.149333333
2025-05-04 02:00:00+00:00,0,0.15
2025-05-04 02:15:00+00:00,0,0.15
2025-05-04 02:30:00+00:00,0,0.15
2025-05-04 02:45:00+00:00,0,0.149333333
2025-05-04 03:00:00+00:00,0,0.15
2025-05-04 03:15:00+00:00,0,0.15
2025-05-04 03:30:00+00:00,0,0.15
2025-05-04 03:45:00+00:00,0,0.149333333
2025-05-04 04:00:00+00:00,0,0.15
2025-05-04 04:15:00+00:00,0,0.15
2025-05-04 04:30:00+00:00,0,0.149333333
2025-05-04 04:45:00+00:00,0,0.15
2025-05-04 05:00:00+00:00,0,0.15
2025-05-04 05:15:00+00:00,0,0.15
2025-05-04 05:30:00+00:00,0,0.149333333
2025-05-04 05:45:00+00:00,0,0.15
2025-05-04 06:00:00+00:00,0,0.15
2025-05-04 06:15:00+00:00,0,0.149333333
2025-05-04 06:30:00+00:00,0,0.15
2025-05-04 06:45:00+00:00,0,0.15
2025-05-04 07:00:00+00:00,0,0.15
2025-05-04 07:15:00+00:00,0,0.149333333
2025-05-04 07:30:00+00:00,0,0.15
2025-05-04 07:45:00+00:00,0,0.15
2025-05-04 08:00:00+00:00,0,0.15
2025-05-04 08:15:00+00:00,0,0.149333333
2025-05-04 08:30:00+00:00,0,0.15
2025-05-04 08:45:00+00:00,0,0.15
2025-05-04 09:00:00+00:00,0,0.149333333
2025-05-04 09:15:00+00:00,0,0.15
2025-05-04 09:30:00+00:00,0,0.15
2025-05-04 09:45:00+00:00,0,0.15
2025-05-04 10:00:00+00:00,0,0.149333333
2025-05-04 10:15:00+00:00,0,0.15
2025-05-04 10:30:00+00:00,0,0.15
2025-05-04 10:45:00+00:00,0,0.15
2025-05-04 11:00:00+00:00,0,0.149333333
2025-05-04 11:15:00+00:00,0,0.15
2025-05-04 11:30:00+00:00,0,0.15
2025-05-04 11:45:00+00:00,0,0.149333333
2025-05-04 12:00:00+00:00,0,0.15
2025-05-04 12:15:00+00:00,0,0.15
2025-05-04 12:30:00+00:00,0,0.15
2025-05-04 12:45:00+00:00,0,0.149333333
2025-05-04 13:00:00+00:00,0,0.15
2025-05-04 13:15:00+00:00,0,0.15
2025-05-04 13:30:00+00:00,0,0.149333333
2025-05-04 13:45:00+00:00,0,0.15
2025-05-04 14:00:00+00:00,0,0.15
2025-05-04 14:15:00+00:00,0,0.15
2025-05-04 14:30:00+00:00,0,0.149333333
2025-05-04 14:45:00+00:00,0,0.15
2025-05-04 15:00:00+00:00,0,0.15
2025-05-04 15:15:00+00:00,0,0.15
2025-05-04 15:30:00+00:00,0,0.149333333
2025-05-04 15:45:00+00:00,0,0.15
2025-05-04 16:00:00+00:00,0,0.15
2025-05-04 16:15:00+00:00,0,0.149333333
2025-05-04 16:30:00+00:00,0,0.15
2025-05-04 16:45:00+00:00,0,0.15
2025-05-04 17:00:00+00:00,0,0.15
2025-05-04 17:15:00+00:00,0,0.149333333
2025-05-04 17:30:00+00:00,0,0.15
2025-05-04 17:45:00+00:00,0,0.15
2025-05-04 18:00:00+00:00,0,0.149333333
2025-05-04 18:15:00+00:00,0,0.15
2025-05-04 18:30:00+00:00,0,0.15
2025-05-04 18:45:00+00:00,0,0.15
2025-05-04 19:00:00+00:00,0,0.149333333
2025-05-04 19:15:00+00:00,0,0.15
2025-05-04 19:30:00+00:00,0,0.15
2025-05-04 19:45:00+00:00,0,0.15
2025-05-04 20:00:00+00:00,0,0.149333333
2025-05-04 20:15:00+00:00,0,0.15
2025-05-04 20:30:00+00:00,0,0.15
2025-05-04 20:45:00+00:00,0,0.15
2025-05-04 21:00:00+00:00,0,0.149333333
2025-05-04 21:15:00+00:00,0,0.15
2025-05-04 21:30:00+00:00,0,0.15
2025-05-04 21:45:00+00:00,0,0.149333333
2025-05-04 22:00:00+00:00,0,0.15
2025-05-04 22:15:00+00:00,0,0.15
2025-05-04 22:30:00+00:00,0,0.15
2025-05-04 22:45:00+00:00,0,0.149333333
2025-05-04 23:00:00+00:00,0,0.15
2025-05-04 23:15:00+00:00,0,0.15
2025-05-04 23:30:00+00:00,0,0.149333333
2025-05-04 23:45:00+00:00,0,0.148571429
2025-05-05 00:00:00+00:00,0,0.15
2025-05-05 00:15:00+00:00,0,0.15
2025-05-05 00:30:00+00:00,0,0.149333333
2025-05-05 00:45:00+00:00,0,0.15
2025-05-05 01:00:00+00:00,0,0.15
2025-05-05 01:15:00+00:00,0,0.15
2025-05-05 01:30:00+00:00,0,0.149333333
2025-05-05 01:45:00+00:00,0,0.15
2025-05-05 02:00:00+00:00,0,0.15
2025-05-05 02:15:00+00:00,0,0.149333333
2025-05-05 02:30:00+00:00,0,0.15
2025-05-05 02:45:00+00:00,0,0.15
2025-05-05 03:00:00+00:00,0,0.15
2025-05-05 03:15:00+00:00,0,0.149333333
2025-05-05 03:30:00+00:00,0,0.15
2025-05-05 03:45:00+00:00,0,0.15
2025-05-05 04:00:00+00:00,0,0.149333333
2025-05-05 04:15:00+00:00,0,0.15
2025-05-05 04:30:00+00:00,0,0.15
2025-05-05 04:45:00+00:00,0,0.15
2025-05-05 05:00:00+00:00,0,0.149333333
2025-05-05 05:15:00+00:00,0,0.15
2025-05-05 05:30:00+00:00,0,0.15
2025-05-05 05:45:00+00:00,0,0.149333333
2025-05-05 06:00:00+00:00,0,0.15
2025-05-05 06:15:00+00:00,0,0.15
2025-05-05 06:30:00+00:00,0,0.15
2025-05-05 06:45:00+00:00,0,0.149333333
2025-05-05 07:00:00+00:00,0,0.15
2025-05-05 07:15:00+00:00,0,0.15
2025-05-05 07:30:00+00:00,0,0.149333333
2025-05-05 07:45:00+00:00,0,0.15
2025-05-05 08:00:00+00:00,0,0.15
2025-05-05 08:15:00+00:00,0,0.15
2025-05-05 08:30:00+00:00,0,0.149333333
2025-05-05 08:45:00+00:00,0,0.15
2025-05-05 09:00:00+00:00,0,0.15
2025-05-05 09:15:00+00:00,0,0.149333333
2025-05-05 09:30:00+00:00,0,0.15
2025-05-05 09:45:00+00:00,0,0.15
2025-05-05 10:00:00+00:00,0,0.15
2025-05-05 10:15:00+00:00,0,0.149333333
2025-05-05 10:30:00+00:00,0,0.15
2025-05-05 10:45:00+00:00,0,0.15
2025-05-05 11:00:00+00:00,0,0.149333333
2025-05-05 11:15:00+00:00,0,0.15
2025-05-05 11:30:00+00:00,0,0.15
2025-05-05 11:45:00+00:00,0,0.149333333
2025-05-05 12:00:00+00:00,0,0.15
2025-05-05 12:15:00+00:00,0,0.15
2025-05-05 12:30:00+00:00,0,0.15
2025-05-05 12:45:00+00:00,0,0.149333333
2025-05-05 13:00:00+00:00,0,0.15
2025-05-05 13:15:00+00:00,0,0.15
2025-05-05 13:30:00+00:00,0,0.15
2025-05-05 13:45:00+00:00,0,0.149333333
2025-05-05 14:00:00+00:00,-0.108585859,0.15
2025-05-05 14:15:00+00:00,-0.396666667,0.15
2025-05-05 14:30:00+00:00,-0.32,0.15
2025-05-05 14:45:00+00:00,-0.084639498,0.149333333
2025-05-05 15:00:00+00:00,-0.268114478,0.15
2025-05-05 15:15:00+00:00,-0.311034483,0.15
2025-05-05 15:30:00+00:00,-0.068965517,0.149333333
2025-05-05 15:45:00+00:00,-0.276456877,0.15
2025-05-05 16:00:00+00:00,-0.695213675,0.15
2025-05-05 16:15:00+00:00,-0.166666667,0.15
2025-05-05 16:30:00+00:00,-0.585550082,0.149333333
2025-05-05 16:45:00+00:00,-0.826851852,0.15
2025-05-05 17:00:00+00:00,-0.521491228,0.15
2025-05-05 17:15:00+00:00,-0.270450928,0.149333333
2025-05-05 17:30:00+00:00,-0.423914047,0.15
2025-05-05 17:45:00+00:00,-0.486111111,0.15
2025-05-05 18:00:00+00:00,0,0.15
2025-05-05 18:15:00+00:00,0,0.149333333
2025-05-05 18:30:00+00:00,0,0.15
2025-05-05 18:45:00+00:00,0,0.15
2025-05-05 19:00:00+00:00,0,0.149333333
2025-05-05 19:15:00+00:00,0,0.15
2025-05-05 19:30:00+00:00,0,0.15
2025-05-05 19:45:00+00:00,0,0.15
2025-05-05 20:00:00+00:00,0,0.149333333
2025-05-05 20:15:00+00:00,0,0.15
2025-05-05 20:30:00+00:00,0,0.067294118
2025-05-05 20:45:00+00:00,0,0.15
2025-05-05 21:00:00+00:00,0,0.149333333
2025-05-05 21:15:00+00:00,0,0.15
2025-05-05 21:30:00+00:00,0,0.15
2025-05-05 21:45:00+00:00,0,0.149333333
2025-05-05 22:00:00+00:00,0,0.15
2025-05-05 22:15:00+00:00,0,0.15
2025-05-05 22:30:00+00:00,0,0.15
2025-05-05 22:45:00+00:00,0,0.149333333
2025-05-05 23:00:00+00:00,0,0.15
2025-05-05 23:15:00+00:00,0,0.15
2025-05-05 23:30:00+00:00,0,0.149333333
2025-05-05 23:45:00+00:00,0,0.15
2025-05-06 00:00:00+00:00,0,0.15
2025-05-06 00:15:00+00:00,0,0.15
2025-05-06 00:30:00+00:00,0,0.149333333
2025-05-06 00:45:00+00:00,0,0.15
2025-05-06 01:00:00+00:00,0,0.15
2025-05-06 01:15:00+00:00,0,0.149333333
2025-05-06 01:30:00+00:00,0,0.15
2025-05-06 01:45:00+00:00,0,0.15
2025-05-06 02:00:00+00:00,0,0.15
2025-05-06 02:15:00+00:00,0,0.149333333
2025-05-06 02:30:00+00:00,0,0.15
2025-05-06 02:45:00+00:00,0,0.15
2025-05-06 03:00:00+00:00,0,0.15
2025-05-06 03:15:00+00:00,0,0.149333333
2025-05-06 03:30:00+00:00,0,0.15
2025-05-06 03:45:00+00:00,0,0.15
2025-05-06 04:00:00+00:00,0,0.149333333
2025-05-06 04:15:00+00:00,0,0.15
2025-05-06 04:30:00+00:00,0,0.15
2025-05-06 04:45:00+00:00,0,0.15
2025-05-06 05:00:00+00:00,0,0.149333333
2025-05-06 05:15:00+00:00,0,0.15
2025-05-06 05:30:00+00:00,0,0.15
2025-05-06 05:45:00+00:00,0,0.15
2025-05-06 06:00:00+00:00,0,0.149333333
2025-05-06 06:15:00+00:00,0,0.15
2025-05-06 06:30:00+00:00,0,0.146666667
2025-05-06 06:45:00+00:00,0,0.149333333
2025-05-06 07:00:00+00:00,0,0.15
2025-05-06 07:15:00+00:00,0,0.15
2025-05-06 07:30:00+00:00,0,0.15
2025-05-06 07:45:00+00:00,0,0.149333333
2025-05-06 08:00:00+00:00,0,0.15
2025-05-06 08:15:00+00:00,0,0.15
2025-05-06 08:30:00+00:00,0,0.149333333
2025-05-06 08:45:00+00:00,0,0.15
2025-05-06 09:00:00+00:00,0,0.15
2025-05-06 09:15:00+00:00,0,0.15
2025-05-06 09:30:00+00:00,0,0.146666667
2025-05-06 09:45:00+00:00,0,0.149333333
2025-05-06 10:00:00+00:00,0,0.15
2025-05-06 10:15:00+00:00,0,0.15
2025-05-06 10:30:00+00:00,0,0.149333333
2025-05-06 10:45:00+00:00,0,0.15
2025-05-06 11:00:00+00:00,0,0.15
2025-05-06 11:15:00+00:00,0,0.149333333
2025-05-06 11:30:00+00:00,0,0.15
2025-05-06 11:45:00+00:00,0,0.15
2025-05-06 12:00:00+00:00,0,0.15
2025-05-06 12:15:00+00:00,0,0.149333333
2025-05-06 12:30:00+00:00,0,0.15
2025-05-06 12:45:00+00:00,0,0.15
2025-05-06 13:00:00+00:00,0,0.15
2025-05-06 13:15:00+00:00,0,0.149333333
2025-05-06 13:30:00+00:00,0,0.15
2025-05-06 13:45:00+00:00,0,0.15
2025-05-06 14:00:00+00:00,-0.177011494,0.149333333
2025-05-06 14:15:00+00:00,-1.257201337,0.15
2025-05-06 14:30:00+00:00,0,0.15
2025-05-06 14:45:00+00:00,0,0.149333333
2025-05-06 15:00:00+00:00,0,0.15
2025-05-06 15:15:00+00:00,0,0.15
2025-05-06 15:30:00+00:00,0,0.15
2025-05-06 15:45:00+00:00,0,0.149333333
2025-05-06 16:00:00+00:00,0,0.15
2025-05-06 16:15:00+00:00,0,0.15
2025-05-06 16:30:00+00:00,0,0.149333333
2025-05-06 16:45:00+00:00,0,0.15
2025-05-06 17:00:00+00:00,-0.280314103,0.15
2025-05-06 17:15:00+00:00,-0.320163399,0.15
2025-05-06 17:30:00+00:00,-0.034482759,0.149333333
2025-05-06 17:45:00+00:00,-0.233333333,0.15
2025-05-06 18:00:00+00:00,0,0.15
2025-05-06 18:15:00+00:00,0,0.149333333
2025-05-06 18:30:00+00:00,0,0.15
2025-05-06 18:45:00+00:00,0,0.15
2025-05-06 19:00:00+00:00,0,0.15
2025-05-06 19:15:00+00:00,0,0.149333333
2025-05-06 19:30:00+00:00,0,0.15
2025-05-06 19:45:00+00:00,0,0.15
2025-05-06 20:00:00+00:00,0,0.15
2025-05-06 20:15:00+00:00,0,0.149333333
2025-05-06 20:30:00+00:00,0,0.15
2025-05-06 20:45:00+00:00,0,0.15
2025-05-06 21:00:00+00:00,0,0.15
2025-05-06 21:15:00+00:00,0,0.149333333
2025-05-06 21:30:00+00:00,0,0.15
2025-05-06 21:45:00+00:00,0,0.15
2025-05-06 22:00:00+00:00,0,0.149333333
2025-05-06 22:15:00+00:00,0,0.15
2025-05-06 22:30:00+00:00,0,0.15
2025-05-06 22:45:00+00:00,0,0.15
