,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-07-01 13:15:00+00:00,586.4562201,267.9962705,24.5,227.7662881,729.0813517,50.67284308,23.19239588,17.0,24.62392419,24.03254902
2025-07-01 13:30:00+00:00,573.9290027,273.5612763,24.52735632,232.0,700.0,49.00213757,23.94740779,16.97666667,24.57376586,23.93333333
2025-07-01 13:45:00+00:00,571.8971572,272.0711287,24.68396825,237.2102381,687.2943777,47.11333333,23.42150794,17.04083333,24.7,23.87880952
2025-07-01 14:00:00+00:00,607.722038,133.6626984,24.89484339,241.3319048,669.1622727,45.326829,23.5057619,14.76357143,24.86193023,24.13077684
2025-07-01 14:15:00+00:00,567.4084848,57.0040404,25.1,245.3591722,646.7585416,43.37709158,23.31692308,14.18166667,25.26015152,24.46448653
2025-07-01 14:30:00+00:00,485.4350142,58.31159211,25.22941923,249.2955159,620.1724292,41.35179894,22.65046111,16.98,25.49197182,24.65475132
2025-07-01 14:45:00+00:00,466.4083604,58.22739636,25.4789271,252.9274921,595.120393,39.31428571,23.99891667,17.81466667,25.76072243,24.80159524
2025-07-01 15:00:00+00:00,455.9761905,58.96153846,25.59464286,256.5004947,564.4472439,37.22091837,23.1927381,17.42767857,25.99010989,25.08214286
2025-07-01 15:15:00+00:00,450.7200212,59.16572523,25.81727635,259.6684815,535.9577057,35.26,23.33377778,17.58466667,26.25968358,25.24088889
2025-07-01 15:30:00+00:00,447.2193827,58.39689609,26.01150617,263.1395299,504.3862779,33.02977778,23.30290016,17.22531746,26.48417284,25.44477661
2025-07-01 15:45:00+00:00,446.6713338,58.68027211,26.1230102,266.0257675,475.3269966,31.09781385,23.44506956,16.76277211,26.62326531,25.50579976
2025-07-01 16:00:00+00:00,445.3949303,58.61967777,26.34740741,269.3706667,440.9608627,28.84233333,22.80666667,16.375,26.86314815,25.72737133
2025-07-01 16:15:00+00:00,445.2601089,58.41176471,26.47775026,272.2794444,407.3698067,26.77566667,22.828,16.56301587,27.05207977,25.97050505
2025-07-01 16:30:00+00:00,444.222282,58.49770468,26.63068783,275.4215556,373.5175246,24.55333333,22.87297778,16.84727891,27.23850877,26.15333333
2025-07-01 16:45:00+00:00,442.8517751,58.33129339,26.77026099,278.3594048,339.8933537,22.43811224,22.76779337,17.11547619,27.41443537,26.25792014
2025-07-01 17:00:00+00:00,441.118876,57.26562362,26.84171994,281.3312381,304.9044668,20.31803175,22.29244444,17.17692308,27.61789133,26.39788889
2025-07-01 17:15:00+00:00,440.6681516,58.27322272,26.88942365,284.24971,273.3060146,18.26059091,22.0055,16.9160989,27.76674814,26.43590909
2025-07-01 17:30:00+00:00,439.681335,57.80210842,27.01611111,287.3642857,242.5556729,16.01658163,21.5373852,16.85561224,27.94323308,26.47607143
2025-07-01 17:45:00+00:00,439.8873708,58.25654672,27.07012346,290.148,212.1376609,14.06727778,21.85830952,16.70666667,28.00761905,26.52975758
